Run,Assay Type,BioProject,BioSample,Center Name,Consent,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,AvgSpotLen,Bases,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,Collection_date,Library Name,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,lat_lon,BioSampleModel,Isolation_source,Host,Depth,nominal_length (run),run_id (run),env_broad_scale,env_local_scale,env_medium,env_biome,env_feature,env_material,samp_size,samp_mat_process,elev,samp_collect_device,Source_material_ID,BRC_attached_to_frame_number,metals_treatment,organic_enrichment_pulse,press_organic_enrichment_treatment,Replicate_number,sediment_origin,Sequencing_method,Temp,Investigation_type,max_filter_size,min_filter_size,sequencing_machine,site_name,target_molecules,Chlorophyll,landuse,rel_to_oxygen,diss_inorg_carb,Molecule,Isolate,samp_volume,Salinity,BIOME,std_norm_factor,Lake_Name,Block,SUMMER,WINTER,env_package,feature,material,diss_oxygen,Strain,bacteria_carb_prod,beam_atten,beam_trans,collection_time,corr_irradiance,density,fluorescence,par,pressure,sampling_cruise,sigma-theta,surf_irradiance,turbidity,Gene_target,sampling_spot,bacterial_count,conduc,diss_oxy,oxy_sat,primer_target,project_name,environment_biome,environment_feature,environment_material,Library,Replicate,SAMPLE_TYPE,Target_gene,target_subfragment,sediment_depth,target,Time,Treatment,Sample_Name,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Sample_ID,alkalinity,Biological.Replicate,Calcium,Chloride,primers_target,Sodium,tot_phosp,AssemblyName,environment_(biome),environment_(feature),environment_(material),geographic_location_(country_and/or_sea),geographic_location_(depth),geographic_location_(latitude),geographic_location_(longitude),down_par,SAMPLE,tot_depth_water_col,Description,filter_size_um,PH,primers,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,SRA_accession,Title,Alias,ENA_CHECKLIST,Cultivar,Ecotype
SRR7085714,RNA-Seq,PRJNA441914,SAMN08776758,JGI,public,SRX4015456,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225690,SRP144112,302,13852232942,6988174397,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2010-05-30,BZUXZ,USA,North America,USA: Oregon,46.2330 N 123.8860 W,Metagenome or environmental,river estuary,not applicable,,270,11912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7085715,RNA-Seq,PRJNA441915,SAMN08778138,JGI,public,SRX4015457,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225691,SRP144113,302,11252861260,5693719658,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2010-05-31,BZUYA,USA,North America,USA: Oregon,46.2330 N 123.9090 W,Metagenome or environmental,river estuary,not applicable,,270,11912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7085833,RNA-Seq,PRJNA441918,SAMN08777092,JGI,public,SRX4015575,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225694,SRP144116,302,10072836728,5233764017,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2010-08-01,BZUYG,USA,North America,USA: Oregon,46.2350 N 123.9090 W,Metagenome or environmental,river estuary,not applicable,,270,12041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7085834,RNA-Seq,PRJNA441917,SAMN08778301,JGI,public,SRX4015576,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225693,SRP144115,302,8131209872,4285971921,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2010-06-03,BZUYC,USA,North America,USA: Washington,46.2980 N 124.1830 W,Metagenome or environmental,river estuary,not applicable,,270,12041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7085869,RNA-Seq,PRJNA441919,SAMN08778302,JGI,public,SRX4015611,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225695,SRP144117,302,10204115524,5480611495,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2010-07-31,BZUYH,USA,North America,USA: Oregon,46.1670 N 124.1580 W,Metagenome or environmental,river estuary,not applicable,,270,12041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7085878,RNA-Seq,PRJNA441920,SAMN08777891,JGI,public,SRX4015620,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225696,SRP144118,302,11286124144,6007242771,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2010-08-01,BZUYN,USA,North America,USA: Oregon,46.2340 N 123.9090 W,Metagenome or environmental,river estuary,not applicable,,270,12041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086057,RNA-Seq,PRJNA441922,SAMN08777071,JGI,public,SRX4015799,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225701,SRP144119,302,9129980648,5011275777,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2013-04-10,BZUYU,USA,North America,USA: Washington,46.3020 N 123.0360 W,Metagenome or environmental,river estuary,not applicable,,270,12041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086083,RNA-Seq,PRJNA441921,SAMN08778139,JGI,public,SRX4015825,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225700,SRP144120,302,18015867984,8869925268,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2013-04-10,BZUYT,USA,North America,USA: Washington,46.2700 N 123.9460 W,Metagenome or environmental,river estuary,not applicable,,270,11902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086121,RNA-Seq,PRJNA441925,SAMN08776757,JGI,public,SRX4015863,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225705,SRP144121,302,12234867110,5843399095,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2013-08-23,BZUYZ,USA,North America,USA: Washington,46.2860 N 124.0520 W,Metagenome or environmental,river estuary,not applicable,,270,12044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086126,RNA-Seq,PRJNA441924,SAMN08777070,JGI,public,SRX4015868,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225704,SRP144122,302,17620675616,8319788008,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2013-08-23,BZUYY,USA,North America,USA: Washington,46.3020 N 123.0360 W,Metagenome or environmental,river estuary,not applicable,,270,12044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086167,RNA-Seq,PRJNA441926,SAMN08778140,JGI,public,SRX4015909,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225706,SRP144123,302,15585885988,7048323674,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2013-08-23,BZUZA,USA,North America,USA: Washington,46.3130 N 123.9970 W,Metagenome or environmental,river estuary,not applicable,,270,12044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086193,RNA-Seq,PRJNA441927,SAMN08778304,JGI,public,SRX4015935,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225707,SRP144124,302,12738404696,6333828671,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2013-08-23,BZUZB,USA,North America,USA: Oregon,46.1870 N 123.6870 W,Metagenome or environmental,river estuary,not applicable,,270,11902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086194,RNA-Seq,PRJNA441928,SAMN08776756,JGI,public,SRX4015936,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225708,SRP144125,302,21507450648,10681415735,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2013-08-23,BZUZC,USA,North America,USA: Oregon,46.2080 N 123.6930 W,Metagenome or environmental,river estuary,not applicable,,270,11902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086279,RNA-Seq,PRJNA441929,SAMN08778306,JGI,public,SRX4016021,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225709,SRP144128,302,15203364936,7911110867,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2013-09-23,BZUZG,USA,North America,USA: Washington,46.2860 N 124.0520 W,Metagenome or environmental,river estuary,not applicable,,270,11902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086280,RNA-Seq,PRJNA441932,SAMN08778007,JGI,public,SRX4016022,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225712,SRP144129,302,14845870926,7443883423,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2013-09-23,BZUZO,USA,North America,USA: Washington,46.2700 N 123.9460 W,Metagenome or environmental,river estuary,not applicable,,270,11902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086281,RNA-Seq,PRJNA441931,SAMN08777434,JGI,public,SRX4016023,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225711,SRP144130,302,15628003512,7798300238,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2013-09-23,BZUZN,USA,North America,USA: Washington,46.3130 N 123.9970 W,Metagenome or environmental,river estuary,not applicable,,270,11902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086283,RNA-Seq,PRJNA441930,SAMN08778006,JGI,public,SRX4016025,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225710,SRP144131,302,16101439852,8373260364,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2013-09-23,BZUZH,USA,North America,USA: Washington,46.3020 N 123.0360 W,Metagenome or environmental,river estuary,not applicable,,270,11902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086284,RNA-Seq,PRJNA441933,SAMN08777069,JGI,public,SRX4016026,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225713,SRP144133,302,14058472668,7176634581,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2013-09-23,BZUZP,USA,North America,USA: Washington,46.1780 N 123.8530 W,Metagenome or environmental,river estuary,not applicable,,270,11902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086288,RNA-Seq,PRJNA441934,SAMN08778008,JGI,public,SRX4016030,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225714,SRP144134,302,7201817556,3733974785,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2013-10-17,BZUZS,USA,North America,USA: Washington,46.2860 N 124.0520 W,Metagenome or environmental,river estuary,not applicable,,270,11902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086360,RNA-Seq,PRJNA441935,SAMN08778051,JGI,public,SRX4016102,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225715,SRP144136,302,12992397568,6759503132,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2013-10-17,BZUZT,USA,North America,USA: Washington,46.3020 N 123.0360 W,Metagenome or environmental,river estuary,not applicable,,270,11902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086410,RNA-Seq,PRJNA441937,SAMN08778052,JGI,public,SRX4016152,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225717,SRP144137,302,14662479614,7863660597,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2013-10-17,BZUZW,USA,North America,USA: Washington,46.2700 N 123.9460 W,Metagenome or environmental,river estuary,not applicable,,270,11902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086411,RNA-Seq,PRJNA441936,SAMN08777433,JGI,public,SRX4016153,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225716,SRP144138,302,15970460640,8044155844,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2013-10-17,BZUZU,USA,North America,USA: Washington,46.3130 N 123.9970 W,Metagenome or environmental,river estuary,not applicable,,270,11902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086412,RNA-Seq,PRJNA441940,SAMN08777068,JGI,public,SRX4016154,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225721,SRP144139,302,9944615984,5211763803,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2013-12-27,BZWAA,USA,North America,USA: Washington,46.3130 N 123.9970 W,Metagenome or environmental,river estuary,not applicable,,270,12041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086415,RNA-Seq,PRJNA441938,SAMN08777892,JGI,public,SRX4016157,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225718,SRP144140,302,17025329124,8862469687,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2013-10-17,BZUZX,USA,North America,USA: Oregon,46.1780 N 123.8530 W,Metagenome or environmental,river estuary,not applicable,,270,11902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086472,RNA-Seq,PRJNA441941,SAMN08778009,JGI,public,SRX4016214,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225722,SRP144141,302,16196429422,7934909953,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2013-12-27,BZWAB,USA,North America,USA: Washington,46.2700 N 123.9460 W,Metagenome or environmental,river estuary,not applicable,,270,11912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086487,RNA-Seq,PRJNA441939,SAMN08776738,JGI,public,SRX4016229,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225719,SRP144142,302,17111688440,8923833771,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2013-12-27,BZUZY,USA,North America,USA: Washington,46.2860 N 124.0520 W,Metagenome or environmental,river estuary,not applicable,,270,11902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086491,RNA-Seq,PRJNA441942,SAMN08777067,JGI,public,SRX4016233,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225723,SRP144143,302,13901551958,7043933257,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2013-12-27,BZWAC,USA,North America,USA: Oregon,46.1780 N 123.8530 W,Metagenome or environmental,river estuary,not applicable,,270,11902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086596,RNA-Seq,PRJNA441943,SAMN08778053,JGI,public,SRX4016318,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225724,SRP144145,302,16197352032,8344404173,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2013-12-27,BZWAG,USA,North America,USA: Oregon,46.1870 N 123.5890 W,Metagenome or environmental,river estuary,not applicable,,270,11902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086597,RNA-Seq,PRJNA441945,SAMN08776737,JGI,public,SRX4016319,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225726,SRP144146,302,15555677230,7787289107,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2014-02-26,BZWAN,USA,North America,USA: Washington,46.3020 N 123.0360 W,Metagenome or environmental,river estuary,not applicable,,270,11902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086602,RNA-Seq,PRJNA441946,SAMN08777432,JGI,public,SRX4016324,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225727,SRP144148,302,14911828028,7434376212,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2014-02-26,BZWAO,USA,North America,USA: Washington,46.3130 N 123.9970 W,Metagenome or environmental,river estuary,not applicable,,270,11912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086603,RNA-Seq,PRJNA441944,SAMN08778010,JGI,public,SRX4016325,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225725,SRP144149,302,16631222144,8703982981,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2014-02-26,BZWAH,USA,North America,USA: Washington,46.2860 N 124.0520 W,Metagenome or environmental,river estuary,not applicable,,270,11902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086625,RNA-Seq,PRJNA441948,SAMN08778011,JGI,public,SRX4016347,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225729,SRP144150,302,16280959826,8102745341,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2014-02-26,BZWAS,USA,North America,USA: Oregon,46.1780 N 123.8530 W,Metagenome or environmental,river estuary,not applicable,,270,11912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086626,RNA-Seq,PRJNA441947,SAMN08777893,JGI,public,SRX4016348,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225728,SRP144151,302,16651859314,7868079046,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2014-02-26,BZWAP,USA,North America,USA: Washington,46.2700 N 123.9460 W,Metagenome or environmental,river estuary,not applicable,,270,12044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086932,RNA-Seq,PRJNA441950,SAMN08778054,JGI,public,SRX4016654,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225731,SRP144158,302,9103985092,4585172992,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2014-03-28,BZWAU,USA,North America,USA: Washington,46.2860 N 124.0520 W,Metagenome or environmental,river estuary,not applicable,,270,11912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086933,RNA-Seq,PRJNA441952,SAMN08777416,JGI,public,SRX4016655,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225733,SRP144157,302,13479923416,6473594477,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2014-03-28,BZWAX,USA,North America,USA: Washington,46.3130 N 123.9970 W,Metagenome or environmental,river estuary,not applicable,,270,11912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7086938,RNA-Seq,PRJNA441951,SAMN08778012,JGI,public,SRX4016660,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2018-05-01T00:00:00Z,Gp0225732,SRP144159,302,17994160526,8752570833,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2014-03-28,BZWAW,USA,North America,USA: Washington,46.3020 N 123.0360 W,Metagenome or environmental,river estuary,not applicable,,270,11912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
